labels,data
7,طَرْفُهُ والقَدُّ كادا مُهجَةً # وَافَقَ النَّاظِرُ فيها القابِلا
7,كُرّمت من شرف وارتفعت # بالعلا وازَّينت بالحسب
1,حرب بنو حرب أقاموا سوقها # وتشبهت بهم بنو مروان
7,دَفَنوا تاريخَهُم في قاعِها # وَرَمَوا في إِثرِهِ المَجدَ غُلاما
1,أو كُلّ ملتهِبِ الإهابِ تخالهُ # نَشوانُ خَمرةُ لونِه لمِراحه
11,ذَروني يَفقِدِ الهَذَيانَ لَفظي # وَأُغلِقُ لِلحِمامِ عَلَيَّ بابي
7,مَنْ يُبَارِيكَ سَماحاً وَنَدىً # مَنْ يُبَارِيكَ بَدِيعاً وَبَيَانَا
2,وَمَا سَرْدُ داودَ مِنى يَقيِكَ # وَأَنتَ بِأَسهُمِ لَحظي رَشِيقُ
11,أَنُصُّ زِنَاقَهُ فَالخَيْلُ عُطْلٌ # وَجَادَ بِنَفْسهِ أَفْدِيهِ جَائِدْ
11,وَشارَفَ في قُرى الأَريافِ خالي # وَأُعطِيَ فَوقَ ما يُعطى الوُفودُ
0,وعاذلي الواعظ في صبوتي # كأنَّما يأتي بميعاد
7,قُلتُ فَالرَحمَةَ يا مَن وَسِعَت # سِعَةُ الرَحمَةِ مِنهُ كُلَّ شَي
0,هَيَّجَ أَحزاني وَرَوعاتي # مَن كانَ يَسعى بِرِسالاتي
4,فَقُلتُ بِاللَهِ يا مُعَذِّبَتي # جودي بِأُخرى أَقضي بِها أَرَبي
2,لقد أسعدَ الله رأي الذي # بنى مسجداً وصفه قد وجب
0,إن أصاب البل من مائها # قلباً صدى يختص بالحكم
2,إِذا هُوَ لَم يُخنِ دَهرٌ عَلَيهِ # جاءَ الفَرِيَّ وَقالَ الخَنى
0,حوالتي قد أعجزت حيلتي # فانْهض عسى ينجح محتال
13,وَتَرَكَ الأَتراكَ بَعدَ فَقدِهِ # كَذي يَدٍ قَد قُطِعَت مِن زَندِهِ
1,كفى أميرَ المؤمنينَ مناقِباً # أنّ المعظَّم واحدٌ من جُندِه
13,وإن رأيت قدّه العالي فصف # وقف على المنصوبِ منه بالألف
4,خِلافُ حالِي في غربةٍ تَرَّحتْ # مُشتَّتَ الشملِ شائبَ المَفْرِق
7,كَم عَليمٍ سَقَطَ العِيُّ بِهِ # مُظلِمٌ لا تَهتَدي في كُتبِهِ
7,فَخمَةً ذَفراءَ تُرتى بِالعُرى # قُردَمانِيّاً وَتَركاً كَالبَصَل
8,حتى نسينا لقاء اللَه والحرضا # نحب جمع الذي يفنى ونذكر ما
11,صَحِبنا في ظِلالِكُمُ قُلوباً # فَرَغنَ وَأَيدِياً مِنكُم مِلاءَ
4,أُطِلُّ في عمقِها أُسَائِلُهَا # أفيك أخفَى خيالَه الأبدُ
9,حُطَّ وِقْرَالرَّجاءِ حَوْلَ حِمَاه ُ # فَعَسى يَأْتِيَنْكَ مِنْهُ الشِّفاءُ
11,أبوك سقى الغمام أباك حتَّى # دعيت إذاً علياً في الغمام
7,وَاِسعَ لِليَومِ وَدَع هَمَّ غَدٍ # كُلُّ يَومٍ لَكَ فيهِ مُصطَرَب
11,وَبُعْدِ أَحِبَّتِي وَفِرَاقِ أَهْلِي # وَحِلِّي كُلَّ حِينٍ وَارْتِحَالِي
7,لَستُ لِلصُمَّةِ إِن لَم آتِكُم # بِالخَناذيذِ تَبارى في اللُجُم
2,عليه الصلاة وأزكى السلا # م ما نكح الراكب النفنفا
13,لَم أَجزِهِ بِأَحسَنِ البَلاءِ # أَطَعتُ حِرصي وَعَصَيتُ دائي
1,ما خاب من يرجو نداه وإنما # أمسى على الراجي به متطفلا
11,وَما نَفَعَ الأَوائِلَ مِن قُرَيشٍ # وُلاةَ الحِجرِ ما اِجتَذَبوا وَمَكّوا
10,بَدِيهَتُهُ فيما يُدارُ مُلِمَّةٌ # بِإِبطَالِ مَا أَمْلَى سِواهُ وَمَا رَوَّى
7,فاصْطَبِحْ مَشمولةً كاساتُها # جَمَعَتْ لِلماءِ شَمْلاً بِاللَّهبْ
0,حتى إذا الأقدار شئن وعدتَ لي # راجعتُ نفسي واتهمت صوابي
0,أَسْكَرَني بِاللَّفْظِ وَالمُقْلَةِ ال # كَحْلاءِ وَالوَجْنَةِ والكاسِ
1,والصارمُ الذَكَرُ الذي أفضَتْ به # من خلفِ ستر النقْعِ عُذرةُ بِكره
3,ولعينك لا أتصيّده # يا أخت البدر وذا شرف
11,ولم تُغْمَضْ لهمْ ليلاً جُفونٌ # ولا أَلِفَتْ مَضاجِعَها جُنُوبُ
11,إِذا ما رَدَّ تَضرِبُ مَنخَرَيهِ # وَجَبهَتَهُ كَما ضُرِبَ العَضيدُ
2,كَأَنَّ تَماثِيلَ أَرساغِهِ # رِقابُ وُعُولٍ لَدى مَشرَبِ
8,علماً وذكراً وإسناداً ومختبرا # تبكي عليك جماعات مساجدها
10,وَلا تَقعُدَن عَنّي وَقَد سيمَ فِديَتي # فَلَستَ عَنِ الفِعلِ الكَريمِ بِمُقعَدِ
13,وَسَأَلَ الهَدنَةَ وَالفِداءَ # فَلَم يَجِد مِن دائِهِ شِفاءَ
4,كم لك من منة ومن نعم # وكم لك من مواهب غرر
10,تَشَيّعَتِ الأَمْصار فيك فَزَحْزَحَتْ # عُداتَك عَنْ أَعْلَى مَنَابِرِها رَمْضَا
0,كَنائِسُ يَجمَعُها وَصلَةٌ # بَينَ غَوانيها وَشُبّانِها
10,إِذا شِئتَ جاهَرتُ العَدُوَّ وَلَم أَبِت # أُقَلِّبُ فِكري في وُجوهِ المَكائِدِ
13,وَخَضَع الشامُ وَمِن حِيالَهُ # مِن آل حَمدانَ فَوارِسِ اللُقا
7,وظِباءٍ لاعباتٍ بالنهى # سانِحاتٍ بَيْنَ سَلَمى وَأجا
8,واقْصِد مثالَ المعالي غيرَ مُفتصِد # ونافِرِ الذلَّ أنّ يَغْشاك وافدُه
10,رَوَى أنَسٌ ما فيه أنْسٌ مُجدّدٌ # لِمْستَوحِشٍ من فادحِ الوِزْر والذَنب
9,شَمْسُ فَضْلٍ قد وَافقَ الشَّرفَ الأ # عْلَى قَرِيناً أَسْعِدْ بِذاكَ القِرانِ
9,وبليغ لو قام أهل المعاني # قال أسنى من قولهم في منامهْ
3,كالطائر بين القدّاحِ # أو مثل البحر وقد قَرُبتْ
1,وَلرُبَّ أَصْفَرَ في يَدَيْهِ فَعَالُه # ينْسِيكَ فِعْلَ الأَبيضِ البَتَّارِ
7,شَرقُهُ الغَربِيُّ أَهداني إِلى # غَربِهِ في شَرقِهِ في مَشهَدَي
2,تَوكّفها زَمنا ناظِري # إِذا مَرّ يَومٌ تَمادى غَدا
4,جَرداءَ مِلءِ الحِزامِ مُجفَرَةٍ # تَكونُ مِثلَي عَسيبِها الخُصَلُ
9,وأَتَى رَاجيِاً لِبَابِكَ عِلْماً # أَنَّ رَاجِيكَ لَيْسَ يَرْجِعُ خَائِبْ
2,وَقَد رَكِبوا بَغيَهُم وَاِرتَقَوا # بِزَلّاءَ تُردي بِرُكّابِها
11,فَلَستُ لَهُم وَإِن قَرُبوا أَليفاً # كَما لَم تَأتَلِف ذالٌ وَظاءُ
0,ومُرْسِلِ الغارَةِ مَبثوثَةً # مِن أدهَمِ اللّوْنِ ومن وَرْدِهِ
6,أَيْن المُقطَّعة المس # تجابُ فِيها دُعاه
2,تسل وما ثم من سلوة # ولست بناسي عهود الوداد
0,سبحان ربي قد رأينا الدجى # يجلوه في عهدك صبحٌ منير
4,وَإِنَّما تِلكَ خِفَّةٌ حَدَثَت # عَنها فَجاءَت بِأَثقَلِ الغَبَنِ
1,أنبيتني عن مَنْ عَميمُ نوالِه # يستغرقُ المحرومُ والمرْزوقا
7,وغَدا ترتيلُ ذمي لهمُ # شاغِلَ القولِ عن الثَّغر الرَّتلْ
4,كم كسر الصخر بالزجاج وكم # قطّع بالشحمة السكاكينا
6,عركت آذان شعري # لما طغى وتحدى
0,إذْ لَمْ تَزَلْ تَصْفَحُ عَمَّنْ جَنَى # وتُؤْثِرُ العَفْوَ مَعَ القُدْرَهْ
4,كالِىءُ ثَغرِ الإِسلامِ يَرفِدُهُ # جِدُّ اِمرِىءٍ لا يَشوبُهُ لَعِبُه
10,أُقِرُّ لَكَم بِالذَنبِ مِنّي مَخافَةً # مِنَ الهَجرِ لَمّا رُمتِ أَن تُخلِقي الحُبّا
2,تَحَنَّن عَلَيَّ هَداكَ المَليكُ # فَإِنَّ لِكُلِّ مَقامٍ مَقالا
4,كَأَنَّ مِن فَوقِ هَذِهِ عَدَمٌ # لَم يوجِدوا أَو كَأَنَّهُم قَبَروا
0,إِن نَشَأَت بِنتُكَ في نِعمَةٍ # فَأَلزِمَنها البَيتَ وَالمِغزَلا
9,يا وزير المصرَين كلاًّ كفاه # في مهماته الكبار وحاطه
11,وَيُصرعَ حَولَهُ مِنّا رِجالٌ # وَتَمنَعهُ الخُؤولَةُ وَالعُمومُ
0,شم فضله واللفظ وانْظر إلى # صوبِ الغوادِي والحمى الممرع
11,ألا يا نفس ويحك كم تواني # وكم طول اغترار بالمحال
7,وحنيني لك يكوي أعظمي # والثواني جمرات في دمي
9,كيف أنشي من المقال بديعاً # زال من كانَ عارفاً بمقالي
13,جار إذا ما امْتدَّت الأيادِي # تقول هذا طلحة الجواد
1,تَندى بِفيهِ أُقحُوانَةُ أَجرَعٍ # قَد غازَلَتها الشَمسُ غِبَّ سَماءِ
4,وكاعبٍ ناهدٍ وريحَ فتًى # أصبح صبّاً بكاعبٍ ناهدْ
13,وَأُدخِلَ الصَفّارُ شَرَّ مَدخَلِ # يَإِنُّ مِن عَصِّ حَديدٍ مُثقِلِ
10,أَموتُ لِحَيني وَالهَوى لي مُطاوِعٌ # كَذاكَ مَنايا العاشِقينَ ضُروبُ
8,واسأله مغفرة واسأله خاتمة # حسنى وعافية والجبر للخلل
1,ولقابلتها من أسرة وجهه # شمس تكلف وجهها أن يخجلا
11,وَلَو كُنتُ الفنيقَ وَمِثلَ رَضوى # سَنامي هَدَّتِ الأَيّامُ كِتري
7,ملك ما كان بي من فاقة # بل من الصرّ تولى إذ تولّى
10,تَغَنَّت بِلَحنٍ أَعجَميٍّ فَهَيَّجَت # هَوايَ الَّذي بَينَ الضُلوعِ أَجَنَّتِ
12,بتسبيحٍ له مُنجٍ # وعتهُ أذُنُ الحوتِ
0,يكاد سفرٌ ضمَّ أخبارهم # من طربٍ يخرجُ من جلده
9,ذهبت بالذي ملكت من الما # ل كأنيَ سبكة في القناني
10,فَعَيناكِ عَيناها وَجيدُكِ جيدُها # سِوى أَنَّ عَظمَ الساقِ مِنكِ دَقيقُ
9,وتفنَّنت في مفاوضة الش # كر إلى أن أعيى التطوُّل شكري
9,أم سِواهم هُو الإِلهُ فما نِسْ # بَةُ عيسى إليه والإِنْتِمَاءُ
13,يشدو ويمشي ويقر ويقف # ويملأ السمع بأشهى ما عزف
13,وَقالَ إِذ قالوا عَديمُ الدينِ # لا عَجَبٌ إِن حَنَثَت يَميني
6,أمَا تصباكَ يوماً # حسنُ الربيعِ الحالي
1,فَكَرَعتُ مِن ماءِ الصِبا في مَنهَلٍ # قَد شُقَّ عَنهُ مِنَ القَميصِ سَرابُ
13,وَقَد بَدَت فيهِ ثِمارُ الكَبَرِ # كَأَنَّها حَمائِمٌ مِن عَنبَرِ
10,وَنَعتَقِلُ الصُمَّ العَوالِيَ إِنَّها # طَريقٌ إِلى نَيلِ المَعالي وَسُلَّمُ
6,القِردُ عِندَ اليَمينِ # وَالكَلبُ عِندَ اليَسارِ
7,أنني في المجد أعصي عاذلي # كظهير الدين في بذل النَّوال
11,هَواجِرُ في التَيَقُظِ أَو عَواصٍ # وَفي طَيفِ الكَرى مُتَعَهِّداتُ
1,والمُلكُ لولا غيثكُم أو غوثكم # لم يعترِفْ بدمائه وفساحه
13,نزور من عبد الرحيم طلعة # مشرقة كل نواحيها غرر
4,قَدْ قِيلَ : عَزْمُ اللَّبِيبِ حِكْمـتُهُ # فِي نَـظْمِ خَطْوِ ارْتِقَائِـــهِ مَشْيَـــــا
13,ذاك زمانٌ قَدْ مَضَى وانْقَضَى # وبادَ سُبحانَ الَّذي لاَ يَبيدْ
4,عَلَّلْتُ خدَّيَّ بالدموع له # إذ فاتني أنْ يَعُلَّني ثَغَبُهْ
10,حَوالي قِبابٍ فُجِّرَ الماءُ وَسْطَها # فَأَنْحى عَلَى حَرّ المَصيفِ لهُ بَرْدُ
11,فَما نَطَقوا وَلَو نَطَقوا لَقالوا # صَدَقتَ وَكُنتَ ذا رَأيٍ مُصيبِ
2,وَإِذ لِمَّتي كَجَناحِ الغُرابِ # تُرَجَّلُ بِالمِسكِ وَالعَنبَرِ
0,قَدْ راضَهُ بالكَبْحِ تأديبُه # وَلَمْ يُجَاهِرْ عامِداً بالجِماح
10,يَقُولونَ أتبعْت الصّبا آهَةَ الهَوَى # فقُلْتُ ارْتِشافُ الرّاح يتْبعُهُ السُّكْرُ
8,عَجائِبُ الدَهرِ لا تَفنى فَلا عَجَبٌ # إِلّا لِيَومِكَ إِذ يَفنى بِلا عَجَبِ
3,حَـبَــشِــيُّ اللَونِ كَـجـيـرَتِهِ # مِـن مَـنــبَـعِهِ و بُحَـيـرَتِهِ
13,أعناقه صُعْرٌ ولكن قده # هيَّج باعتداله النوازعا
7,مَلِكٌ لَذَّ جَنى العَيشِ بِهِ # حَيثُ وِردُ الأَمنِ لِلصادي عَلَل
5,ليس إلا النار يسكنها # في عذاب غير متقل
2,أضيع وقد ضاعَ من منطقي # شذا ما بدا قبل في الباديه
2,فَرُحنا تُنَعِّمُنا نَشوَةٌ # تَجورُ بِنا بَعدَ إِقصادِها
2,يُدَحْرِجُها ماشِياً ثِنْيَها # عَلى حَذرٍ مِشْيَة الأنكب
2,أَيا جَسَدَ المَرءِ ماذا دَهاكَ # وَقَد كُنتَ مِن عُنصُرٍ طَيّبِ
10,لَقَد هَتَفَت في جُنحِ لَيلٍ حَمامَةٌ # عَلى فَنَنٍ وَهناً وَإِنّي لَنائِمُ
8,وبالمعاجز مما لا بقا معه # لعذر معتذر يعتل للعذر
2,وَقَام بِهَا دَعْوَةً مَزَّقَتْ # بِأنْوَارهَا حُجُبَ الْغيهَب
10,وَلَمّا أَساءَ الظَنَّ بي مَن جَعَلتُهُ # وَإِيّايَ مِثلَ الكَفِّ نيطَت إِلى الزِندِ
5,ما لِهَذا الصَبِّ في وَلَهٍ # أَتُراهُ يَعشَقُ القَمَرا
2,وَقَد أَنبتتْ صَدَقاتُ الوَزِيرِ # لَهُمْ مَا لَهُمْ مِن دَمٍ أو لُحومِ
8,هاوي المكارم قالي كلِّ مَلأمَةٍ # فالمجدُ والعارُ موصولٌ ومصرومُ
4,فاستَلحَمَتهُ الضِرَاءُ في هَبوَةِ النّ # قعِ بِجِدٍّ كأنَّهُ اللَّعِبُ
13,فَذاكض ما يخرُجُ مِن قِسمَتِه # سُبحانَ مَن أَوضَحَ مِن حِكمَتِه
2,قَصيرُ الوَفاءِ لِأَحبابِهِ # فَهُم مِن تَلوُّنِهِ في تَعَب
9,وَلَعَمري لَوِ اِستَطَعتُ تَظَلَّم # تُ وَلَكِن لا أَستَطيعُ الكَلاما
10,تَكادُ تُضيءُ النارُ بَينَ جَوانِحي # إِذا هِيَ أَذكَتها الصَبابَةُ وَالفِكرُ
2,وَإِذ أَنا أَغيَدُ غَضُّ الشَبابِ # أَجُرُّ الرِداءَ مَعَ المِئزَرِ
6,وغيبوك طويلا # أشمَّ مثل المناره
13,أَحستِ المللة فيها بِالغرر # وَرُمِيَ البَيتُ العَتيقُ بِالشرر
8,وخصَّني دونَ أصحابي بسَّرِهمُ # كأنَّه بالذي ألقاه قد عَلِما
5,صِدْ وصُلْ واقْتُل بلا قوَدٍ # أَنْت في حِلٍّ من القَوَدِ
0,أصبحَ بالحبِّ مُناطاً قلبُه # ليس يَرى عنِ الهوى تُزوعا
1,ما إِن تَرِفُّ لَها بَنَفسَجَةٌ بِهِ # حَتّى تَرِقَّ لَها فَتَجري ماءَ
7,واحْتواكَ الوجدُ بالمجد فما # قادكَ الشوقُ إلى الظَبي الأغَنْ
8,ما مرَّ يوم وبالي منكَ في دَعَةٍ # اِلاّ وأُعقِبَ ذاكَ الصفوُ بالكدرِ
4,جَوهَرَةٌ يَفرَحُ الكِرامُ بِها # وَغُصَّةٌ لا تُسيغُها السَفِلَه
2,أَيا جيرَةً بِلَوى الأَبرَقَينِ # دَنا بِاِنتِزاحِكُم حينُ حَيني
2,عَلَيكُم بِإِحسانِكُم إِنَّكُم # مَتى تَكتِبوا غَيرَكُم تُكبَتوا
8,إِنعَم بِعَيشك وَاِغنَم ما حَييت بِهِ # فَالطيب يُنبيء عَنهُ حُسن مَخبره
8,لا تذكُرنَّ عُكاظاً وابن ساعِدَةٍ # ويطَّبيكَ مقالُ القَرْمِ سحْبانُ
1,كالغيثِ فوق البرّ ثَرّانٌ هَمى # منه ووسْطَ البحرِ دُرٌّ أزهرُ
10,إذا العَيْش غَضٌّ والشَبيبَةُ لَدْنَةٌ # وسافرُ وَجْه الحُسْنِ ليسَ يُحجّبُ
1,للغُوطَةِ الغنّاء أشرف رَبوةٍ # أضحى بها عيشُ النزيل رغيدا
2,بَذَلنا لَها حُكمَها عِندَنا # وَجادَت بِحُكمي لِأُلهى بِها
13,أَتَيتُكُم أَنشُرُ فيكُم فَضلي # يَوماً وَأَقضي بَينَكُم بِالعَدلِ
6,بِعِلمِ مَعنى المَعاني # عَرَفتُ كُلَّ الأَسامي
10,أَما لَوْ بَلَوْتَ الْحُبَّ واقْتَادَكَ الْهوَى # إلَى هَجْرِ مَحْبُوبٍ لَقَلَّ تَصَبُّرُكْ
8,في الناسِ عمن ترى في ودَّه مَلَقاً # أعواضُ خيرٍ وفي الأهواءِ مُتَّسَعُ
10,وَيا بِأبي المُخْتَارُ من سرِّ هاشِم # ومَنصِبُه المُختارُ من صَفوَةِ العُرْب
9,هَا أَنَا الصَّادِي تَرَجَّيْتُ غَيْثاً # يُطْفِئَنَّ الْجَوَى تَرَشْرُشُ دَثِّهْ
11,مُنيرٌ يَحسُرُ الغَمَراتِ عَنهُ # وَيَجلو ضَوءُ غُرَّتِهِ الظَلاما
10,فَيا بَعلَ لَيلى كَيفَ يُجمَعُ شَملُنا # لَدَيَّ وَفيما بَينَنا شَبَّتِ الحَربُ
10,وَنازَلَ مِنهُ الدَيلَمِيَّ بِأَرزَنٍ # لَجوجٌ إِذا ناوى مَطولٌ مُصابِرُ
13,لَو قيلَ لِلمَجدِ اِنتَسِب إِلى اِمرِئٍ # لَم تُلفِهِ إِلّا إِلَيهِ يَنتَسِب
10,وَأَجهَشتُ لِلتوبادِ حينَ رَأَيتُهُ # وَهَلَّلَ لِلرَحمَنِ حينَ رَآني
10,وَآيَةُ وَجدِ الصَبِّ تَهطالُ دَمعِهِ # وَدَمعُ الشَجيِّ الصَبِّ أَعدَلُ شاهِدِ
7,وَاِذكُروني عِندَ كاساتِ الطِلا # إِنَّني كُنتُ إِمامَ المُدمِنين
0,وَجِّهْ طُيورَ الشَعر نَحوي فَقَد # بَثّ فُؤادي شَرَكَ الفَهمِ
11,وإنْ خفقَتْ له يوماً بُنودٌ # فأجنحةٌ لدُنيا أو لِدِينِ
4,أصبَحتَُ مِثلَ الجَنانِ في الصَّدرِ # أصونُ ما أحتَوِيهِ كَالسِّرِّ
13,أَدرُّ مِن صَوب الغَمام دَخلا # عَلى أَشَد الخُلِفاءِ بُخلا
11,وَنَارُ الشَّوْقِ وَهْيَ أَحَرُّ نَارٍ # رَأَتْ قَلْبِي بِهَا أَوْلَى صُلِيَّا
7,لا ولا اسْتَدرَجنا اليأسُ إلى # سَلْوَةٍ غَرّ بِها مُسْتَدْرجا
4,وطَفَّ غَيرِي وما لَحِقْتُ به # لا يَسْتوي الأَشقياء والسُّعدا
10,وَقَد تنجِد الأَنْوَاء وَاليَأسُ غالِب # عَلَى أَمَل عَيْشَا مِن الأَزدِ
8,والواضحُ الطَّلق تجلى عنده الظلم # كل الملوك وإنْ جلَّتْ مراتبُهمْ
1,أسلي النفس عنك وكيف أسلو # وبي ظمأ إلى العذب المعين
10,فَإِن أَدعُ في اللَأواءِ فَهوَ مُحارِبٌ # وَإِن أَسعَ لِلعَلياءِ فَهوَ مُظاهِرُ
4,قَالـوا: وَ فِيكِ الأمَـانُ شَـفْرَتُــهُ # فقْــهٌ لَدَى حُفَّاظِ الهُدَى هَــدْيَــــا
5,عَرَفَ الدارَ فَحَيّا وَناحا # بَعدَما كانَ صَحا وَاِستَراحا
7,راقَهُ مِنها بَياضٌ ناصِعٌ # يُؤْنِقُ العَينَ وَضافٍ مُسبَكِرّْ
10,وَيَثْنِي مُلوُك الرّوم عمّا تَرُومُه # بِعَزْمة رَاض للدّيانة غَاضِبِ
4,أغنى جميع العفاة من رغبه # وكفّ جمع الطغاة من رهبه
7,خَبِّروا فِكتورَ عَنّا أَنَّهُ # أَدهَشَ العالَمَ حَرباً وَنِظاما
2,فَإِنَّ اِبنَ تُرنى إِذا جِئتُكُم # أَراهُ يُدافِعُ قَولاً بَريحا
0,وعالمٍ لا عملٌ عنده # بالعلم لا ينفعُه الحفظ
8,خُذي لَهُم مِن سَلامي عَنبَراً عَبِقاً # وَأَوقِدِيهِ بِنارٍ مِن تَباريحي
11,ولما أن بعثت بها نثاراً # نظمنا من حلاها المدح عقدا
9,الليالي يا ما أمرّ الليالي # غيبت وجهك الجميل الحبيبا
4,صَرَفَ اليَقينَ وَمَحضَ مَعرِفَةَ # خَصِّ الشُهودِ وَعَمَمِ القَدَرُ
9,أرقب الغرب حين أذكر مولا # يَ كأن الشهاب صار هلالا
4,قَومٌ يَحُلُّونَ بِالسَّديرِ وَبِال # حيرَةِ مِنهُم مَرأَى وَمُستَمَعُ
10,وَخَبَّرتُماني أَنَّ تَيماءَ مَنزِلٌ # لِلَيلى إِذا ما الصَيفُ أَلقى المَراسِيا
10,فإِن يَكُ مَرُّ الدَهرِ غَيَّرَ وُدَّها # وَأَودى بِهِ طولُ الزَمانِ فَأَدبَرا
0,من فلك الأزرار قد اطلعت # شمسا وبدر انتم منها ظهر
6,يَا سَاكِنَ الرَّمْسِ ضَيْقاً # وَكَانَ وُسْعَ المَعَالِمْ
0,أُختُ بَني الصَرِدِ في دَهرِها # أَصابَها سَهمُ رَداً صارِدُ
8,تبلى إذا فقدوا منها وحق لها # إذ هم مراهمها إن خيفت العلل
0,إِن شِئتُما أَن تَنسُكا فَاِسكُنا # وَأَنفِقا المالَ الَّذي تُمسِكان
11,فَلَستِ وَإِن حَنَنتِ أَشدَّ شوقاً # وَلكِنِّي أُسِرُّ وَتُعلِنينا
0,لَيسَت بِسَوداءَ وَلا عِنفِصٍ # داعِرَةٍ تَدنو إِلى الداعِرِ
8,فحين بانوا وأمستْ وَهْيَ خاليةٌ # مِن كلِّ بدرٍ رمى قلبي غداةَ رَنا
3,ولضاع الشعر لذي أدب # أو ينفقه من ينقده
2,وَإِلا تَحَمَّلتُ عَنكَ الذُّنو # بَ وَأَقرَرتُ أَنّي أَنا المُذنِبُ
9,وَأَراني مَرمى لِصِرفِ اللَيالي # يَحتَذيني فَلَستُ أَعدَمُ نَبلَه
4,أتبعْتُه خاطراً إذا نصبت # أحبّه من سُلوّه أرِنا
13,وَيَسأَلُ المَوتى فُضولَ الأَكفان # شاعَ الحَديثُ يا فَتاةَ الفِتيان
0,قد خنقتني عبرتي كاسمها # وبادرت من خلفها تجرِي
8,فسوْرةٌ لسنَى النِّيرانِ رافِعَةٌ # وسورةٌ ذكْرُها يُنجي من النارِ
1,يا آل رزيك نداء مناصح # لجميل ما أوليتم لم يجهل
2,نرى الشمسَ ذائبةً في المحيط # وننتظر البدرَ في المرتقَى
7,أَنتِ سَلمى هَمُّ نَفسي فَاِذكُري # سَلمُ لا يوجَدُ لِلنَفسِ ثَمَن
2,أزاهِرُ لَم تُنتشق بالأنو # فِ لُطفا وَلا جُنِيَت باليَدِ
2,وَما الحُبُّ إِلّا الحُسامُ الصَديء # إِذا العَذلُ مَرَّ بِهِ يُصقَلُ
8,ضرب الملوك ورفع النار في القُلل # غُرٌّ بهاليلُ وهَّابونَ ما كَسَبوا
11,ودم لمدائح وصفا أجور # لك المرباع منها والصفايا
13,عَديدُهُم بِضَربِ ما لِلغَينِ في ال # قافِ وَفي الياءِ وَفي الطاءِ اِنحَصَر
1,وَبَقَيتَ تَجتَلِبُ النُفوسَ نَفاسَةً # وَبَشاشَةً وَوُقيتَ عَينَ النافِسِ
2,فَقَد أَسبَلَ الدَجنُ بَينَ السَما # وَالأَرضِ مُطرَفَهُ الأَدكَنا
6,وَمَا عَرِفْتِ بِغَيْرِ # التَّقْوَى وَحُسْنِ الخِلاَلِ
11,جَعَلتُكَ حارِسي فَبَغَيتَ كَيدي # وَهَمُّكَ حينَ أَهجَعُ في اِحتِراسي
9,كيف يفنى من عَطَّرَ الخلدُ # برديه وفي شعرهِ نسيجُ البقاءِ
13,إنسان عين الكشف والعناية # وروح معنى جملة المظاهر
9,كُلَّ عامٍ يَمُدُّني بِجَمومٍ # عِندَ وَضعِ العِنانِ أَو بِنَجيبِ
0,مجتهد الأوقات في حبكم # وهو مع الواشي بكم في جهاد
7,عيشُنا غض وميدان الصبا # فيه مجرىً للتصابي ومجال
0,ما الشمس إلا وجهك المجتلى # وما الحيا إلا ندى ابن العديم
0,فارعوا حقوقَ المجدَ تحظوا بهِ # في ملِكٍ حِليتُه الشعرُ
0,قَصَّر في أوصافِك العالِمُ # وكَثَّر الناثِرُ والناظمُ
7,سمكَ العزُّ بها أبنيةً # أفصحُ الأعرابِ ما ضمّ بِناها
13,لِأَنَّ داري لَم تَزَل دائِرَةً # تَجمَعُ مَن ضَلَّ السَبيلَ وَاِهتَدى
8,فيه فلا أمل في فائت فرطا # ووطأة الموت عمداً ما بها خطل
13,شمسٌ لها من الدِّنان مشرِقْ # كالنّارِ إلا أنها لا تُحرِقْ
9,وأحاديث أنَّ وَعْدَ رسولِ ال # له بالبعثِ حانَ منه الوفاءُ
10,أفَانينُ آلاء وَشَتّى عَوارِفٍ # بواسِم أَثناء الخُطوب الكَوالِح
10,وَقَد تَصدق الأَحلام وَالظن كاذِب # وَلَيسَ كَرَأيِ العَينِ مِن خَبَرٍ عندِي
9,بَيْنَ وَرْدٍ وَسَوْسَنٍ وَأَقَاحٍ # وَشَقِيقٍ وَنَرْجِسٍ وَبَهَارِ
1,يا ذا الذي فيه السخاء مجمع # واكفه منها العطياء مفرق
10,بِخَيلٍ عَلَيها جِنَّةٌ عَبقَرِيَّةٌ # جَديرونَ يَوماً أَن يَنالوا فَيَستَعلوا
6,لا يشهَدون صلاةً # الا لمعنى التّقيه
2,كَأَنَّ الغُلامَ نَحا لِلصُوَا # رِ أَزرَقَ ذا مَخلَبٍ قَد دَجَن
9,إنَّ مِثلِي مِنَ الرِّجَالِ قَلِيلٌ # حِينَ يَبدُو مِنَ النِّساءِ البَرِينُ
9,أنتَ حي برغمِ عادِ الفناءِ # لا يُصاغُ الرثاءُ للأحياءِ
8,والشم قد نسفت والبحر قد سجرا # وهدم الأَرض من رأس إِلى قدم
7,كتب اللّه علينا شربها # ليس خطاً كتب اللّه فنمحو
9,أيهذا المكان يا غالي التر # ب ومثوى عبادتي واحترامي
13,مَروانُ لَيسَ لِلأُمور صاحِبا # وَإِن غَدَت لِذَيلِهِ مساحبا
2,سَمِعتُكَ وَالقَلبُ لَم يَسمَعِ # فَكَم ذا تَقولُ وَكَم لا أَعي
9,وزَها في الدُّجى بِأَدْمُعِهِ الحَرَّاءِ # يَخْشَى مِنَ الإلهِ عِقابَه
